,back_legroom,body_type,dealer_zip,engine_type,exterior_color,front_legroom,fuel_tank_volume,fuel_type,has_accidents,horsepower,interior_color,is_new,make_name,maximum_seating,price,theft_title,torque,transmission,transmission_display,wheel_system,wheelbase,year
289721,--,SUV / Crossover,01832,V6,White,67 in,26.4 gal,Gasoline,False,420.0,None,False,Porsche,5 seats,39900.0,False,406 lb-ft @ 1350 RPM,A,8-Speed Automatic,AWD,114 in,2016
290091,--,Convertible,46069,H6,Titanium,41.6 in,16 gal,Gasoline,False,320.0,Gray,False,Porsche,4 seats,19995.0,False,273 lb-ft @ 4250 RPM,M,6-Speed Manual,RWD,92.6 in,2002
292246,,SUV / Crossover,03885,,Carrara White Metallic,,,,True,,Brown (Luxor Beige),False,Porsche,,44888.0,False,,A,Automatic,,,2017
298970,--,SUV / Crossover,06108,V6,Volcano Gray Metallic,--,19.8 gal,Gasoline,False,340.0,Black,False,Porsche,5 seats,47869.0,False,339 lb-ft @ 1450 RPM,A,7-Speed Automatic,AWD,110.5 in,2017
298973,--,Coupe,06108,H6,Gentian Blue,--,16.9 gal,Gasoline,,443.0,Black Leather,True,Porsche,4 seats,138930.0,,390 lb-ft @ 2300 RPM,A,8-Speed Automatic,RWD,96.5 in,2020
298979,--,SUV / Crossover,06108,V8,Black,67 in,26.4 gal,Gasoline,False,520.0,Black,False,Porsche,5 seats,62177.0,False,553 lb-ft @ 2250 RPM,A,8-Speed Automatic,AWD,114 in,2016
298985,--,Sedan,06108,V6,Jet Black,--,23.7 gal,Gasoline,,440.0,Black,True,Porsche,5 seats,132180.0,,405 lb-ft @ 1750 RPM,A,8-Speed Automatic,AWD,116.1 in,2020
298992,,Sedan,06108,,Gentian Blue,,,Electric,,,Bordeaux Red/Black,True,Porsche,,139650.0,,,A,2-Speed Automatic,AWD,,2020
298995,--,SUV / Crossover,06108,V6,Jet Black Metallic,--,19.8 gal,Gasoline,True,360.0,Black,False,Porsche,5 seats,46389.0,False,369 lb-ft @ 1650 RPM,A,7-Speed Automatic,AWD,110.5 in,2018
298998,--,SUV / Crossover,06108,V6,Black,--,23.7 gal,Gasoline,False,440.0,Black,False,Porsche,5 seats,83850.0,False,405 lb-ft @ 1800 RPM,A,8-Speed Automatic,AWD,114 in,2019
299021,--,Convertible,06108,H6,Night Blue Metallic,--,16.9 gal,Gasoline,False,443.0,Chalk/Slate Gray,False,Porsche,4 seats,144599.0,False,390 lb-ft @ 2300 RPM,A,8-Speed Automatic,RWD,96.5 in,2020
299030,--,Sedan,06108,V8,Gentian Blue,--,23.7 gal,Gasoline,,453.0,Black,True,Porsche,5 seats,139770.0,,457 lb-ft @ 1800 RPM,A,8-Speed Automatic,AWD,116.1 in,2020
299043,--,Convertible,06108,H6,White,41.6 in,14.3 gal,Gasoline,False,375.0,Garnet Red/Black,False,Porsche,2 seats,81000.0,False,,M,6-Speed Manual,RWD,97.4 in,2016
299058,--,Coupe,06108,H4,GT Silver Metallic,41.6 in,16.9 gal,Gasoline,False,350.0,Black/Bordeaux Red,False,Porsche,2 seats,65589.0,False,309 lb-ft @ 1900 RPM,M,6-Speed Manual,RWD,97.4 in,2018
299069,--,Convertible,06108,H6,Black,--,16.9 gal,Gasoline,,443.0,Black Leather,True,Porsche,4 seats,146890.0,,390 lb-ft @ 2300 RPM,A,8-Speed Automatic,RWD,96.5 in,2020
299091,--,Coupe,06108,H6,Night Blue,--,17.6 gal,Gasoline,,443.0,Black,True,Porsche,4 seats,152730.0,,390 lb-ft @ 2300 RPM,A,8-Speed Automatic,AWD,96.5 in,2020
299095,--,Convertible,06108,H6,White,41.6 in,16.9 gal,Gasoline,False,420.0,Black,False,Porsche,4 seats,150380.0,False,368 lb-ft @ 1700 RPM,A,7-Speed Automatic,AWD,96.5 in,2019
299102,--,SUV / Crossover,06108,V6,White,--,19.8 gal,Gasoline,False,360.0,Black,False,Porsche,5 seats,67384.0,False,369 lb-ft @ 1650 RPM,A,7-Speed Automatic,AWD,110.5 in,2018
299118,--,SUV / Crossover,06108,V8,Dolomite Silver,--,23.7 gal,Gasoline,,541.0,Black,True,Porsche,5 seats,156040.0,,568 lb-ft @ 1960 RPM,A,8-Speed Automatic,AWD,114 in,2020
299121,--,SUV / Crossover,06108,I4,MIAMI BLUE,--,19.8 gal,Gasoline,False,248.0,Black,True,Porsche,5 seats,62000.0,False,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2019
299123,--,Sedan,06108,V6,Night Blue Metallic,--,23.7 gal,Gasoline,True,440.0,Agate Gray,False,Porsche,4 seats,82500.0,False,405 lb-ft @ 1750 RPM,A,8-Speed Automatic,AWD,116.1 in,2018
299128,--,Coupe,06108,H6,GT Silver Metallic,--,16.9 gal,Gasoline,,443.0,None,True,Porsche,4 seats,164600.0,,390 lb-ft @ 2300 RPM,A,8-Speed Automatic,RWD,96.5 in,2020
299141,--,SUV / Crossover,06108,I4,Sapphire Blue,--,19.8 gal,Gasoline,,248.0,Agate Gray,True,Porsche,5 seats,66730.0,,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2020
299148,--,SUV / Crossover,06108,I4,Carrara White,--,19.8 gal,Gasoline,,248.0,Black,True,Porsche,5 seats,63630.0,,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2020
299159,--,Convertible,06108,H6,Chalk,--,17.6 gal,Gasoline,,443.0,Black,True,Porsche,4 seats,167170.0,,390 lb-ft @ 2300 RPM,A,8-Speed Automatic,AWD,96.5 in,2020
299165,--,Coupe,06108,H4,Night Blue,41.6 in,14.2 gal,Gasoline,,300.0,Black,True,Porsche,2 seats,72690.0,,280 lb-ft @ 1950 RPM,A,7-Speed Automatic,RWD,97.4 in,2019
299176,--,SUV / Crossover,06108,I4,Night Blue,--,19.8 gal,Gasoline,,248.0,Black,True,Porsche,5 seats,66940.0,,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2020
299177,--,Sedan,06108,V8,Carmine Red,--,23.7 gal,Gasoline,,453.0,Black/Carmine Red,True,Porsche,5 seats,166440.0,,457 lb-ft @ 1800 RPM,A,8-Speed Automatic,AWD,116.1 in,2020
299184,,Sedan,06108,,Dolomite Silver,,,Electric,,,Black,True,Porsche,,184340.0,,,A,2-Speed Automatic,AWD,,2020
299192,--,SUV / Crossover,06108,V6,Night Blue,--,19.8 gal,Gasoline,,348.0,Black/Mojave Beige,True,Porsche,5 seats,75670.0,,352 lb-ft @ 1360 RPM,A,7-Speed Automatic,AWD,110.5 in,2020
299207,,Sedan,06108,,Volcano Gray,,,Electric,,,Brown (Atacama Beige/Basalt Black),True,Porsche,,209400.0,,,A,2-Speed Automatic,AWD,,2020
299209,--,SUV / Crossover,06108,V6,White,--,23.7 gal,Gasoline,,335.0,Black,True,Porsche,5 seats,78210.0,,332 lb-ft @ 1340 RPM,A,8-Speed Automatic,AWD,114 in,2020
299210,,Sedan,06108,,Jet Black,,,Electric,,,Black,True,Porsche,,184920.0,,,A,2-Speed Automatic,AWD,,2020
299216,--,SUV / Crossover,06108,V6,Biscay Blue,--,23.7 gal,Gasoline,,340.0,Black,True,Porsche,5 seats,81000.0,,331 lb-ft @ 1340 RPM,A,8-Speed Automatic,AWD,114 in,2019
299232,--,SUV / Crossover,06108,V6,Jet Black,--,23.7 gal,Gasoline,,340.0,Graphite Blue/Chalk,True,Porsche,5 seats,81580.0,,331 lb-ft @ 1340 RPM,A,8-Speed Automatic,AWD,114 in,2019
299241,--,SUV / Crossover,06108,V6,Black,67 in,26.4 gal,Gasoline,False,300.0,Agate Gray,False,Porsche,5 seats,47966.0,False,295 lb-ft @ 3000 RPM,A,8-Speed Automatic,AWD,114 in,2017
299244,--,SUV / Crossover,06108,V6,Jet Black,--,23.7 gal,Gasoline,,335.0,Black,True,Porsche,5 seats,82440.0,,332 lb-ft @ 1340 RPM,A,8-Speed Automatic,AWD,114 in,2020
299261,--,SUV / Crossover,06108,V6,Chalk,--,23.7 gal,Gasoline,,335.0,Black,True,Porsche,5 seats,84380.0,,332 lb-ft @ 1340 RPM,A,8-Speed Automatic,AWD,114 in,2020
299268,--,SUV / Crossover,06108,I4,Carrara White Metallic,--,19.8 gal,Gasoline,False,248.0,Black,False,Porsche,5 seats,58459.0,False,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2020
299274,--,SUV / Crossover,06108,V6,Jet Black,--,23.7 gal,Gasoline,,335.0,Black/Mojave Beige,True,Porsche,5 seats,85860.0,,332 lb-ft @ 1340 RPM,A,8-Speed Automatic,AWD,114 in,2020
299288,--,SUV / Crossover,06108,V6,Black,--,19.8 gal,Gasoline,False,360.0,Black/Garnet Red,False,Porsche,5 seats,55698.0,False,369 lb-ft @ 1650 RPM,A,7-Speed Automatic,AWD,110.5 in,2017
299294,--,Coupe,06108,V6,Carrara White,--,23.7 gal,Gasoline,,335.0,Black,True,Porsche,5 seats,91590.0,,332 lb-ft @ 1340 RPM,A,8-Speed Automatic,AWD,114 in,2020
299305,--,Coupe,06108,V6,Black,--,23.7 gal,Gasoline,,335.0,Black,True,Porsche,5 seats,101750.0,,332 lb-ft @ 1340 RPM,A,8-Speed Automatic,AWD,114 in,2020
299325,--,SUV / Crossover,06108,V6,Jet Black,--,23.7 gal,Gasoline,,434.0,Slate Gray,True,Porsche,5 seats,104460.0,,405 lb-ft @ 1800 RPM,A,8-Speed Automatic,AWD,114 in,2020
299344,--,Sedan,06108,V6,White,--,23.7 gal,Gasoline,,330.0,Black,True,Porsche,5 seats,104510.0,,331 lb-ft @ 1340 RPM,A,8-Speed Automatic,AWD,116.1 in,2020
299365,--,Sedan,06108,V6,Carrara White,--,23.7 gal,Gasoline,,330.0,Black/Saddle Brown,True,Porsche,5 seats,108160.0,,331 lb-ft @ 1340 RPM,A,8-Speed Automatic,AWD,116.1 in,2020
299386,--,Sedan,06108,V6,Black,--,23.7 gal,Gasoline,,330.0,Black,True,Porsche,5 seats,111820.0,,331 lb-ft @ 1340 RPM,A,8-Speed Automatic,AWD,116.1 in,2020
299407,--,Sedan,06108,V6,Dolomite Silver,--,21.1 gal,Gasoline,,457.0,Black,True,Porsche,4 seats,118020.0,,516 lb-ft @ 1100 RPM,A,8-Speed Automatic,AWD,116.1 in,2019
299419,--,Coupe,06108,H6,White,--,16.9 gal,Gasoline,,379.0,Black,True,Porsche,4 seats,119900.0,,331 lb-ft @ 1950 RPM,A,8-Speed Automatic,RWD,96.5 in,2020
299432,--,Sedan,06108,V6,Sapphire Blue,--,21.1 gal,Gasoline,,457.0,Black,True,Porsche,4 seats,124140.0,,516 lb-ft @ 1100 RPM,A,8-Speed Automatic,AWD,116.1 in,2019
303147,--,SUV / Crossover,12110,V6,Silver Metallic,--,19.8 gal,Gasoline,False,360.0,Black/Garnet Red,False,Porsche,5 seats,59900.0,False,369 lb-ft @ 1650 RPM,A,Automatic,AWD,110.5 in,2017
304996,--,Convertible,07869,H6,Triple Black,--,16.9 gal,Gasoline,False,355.0,None,False,Porsche,4 seats,44999.0,False,295 lb-ft @ 4600 RPM,M,6-Speed Manual Overdrive,RWD,92.5 in,2008
305927,33.3 in,Sedan,07869,V8,Carbon Gray Metallic,41.9 in,15.2 gal,Gasoline,False,430.0,Cognac,False,Porsche,4 seats,46899.0,False,384 lb-ft @ 3500 RPM,A,7-Speed Automatic,AWD,114.9 in,2013
306056,--,SUV / Crossover,07065,V8,Carrara White Metallic,--,23.7 gal,Gasoline,False,550.0,Black,False,Porsche,5 seats,118900.0,False,567 lb-ft @ 1960 RPM,A,8-Speed Automatic,AWD,114 in,2019
306339,--,Coupe,07065,H6,Gray,41.6 in,17.9 gal,Gasoline,False,560.0,Black,False,Porsche,4 seats,117900.0,False,516 lb-ft @ 2100 RPM,A,7-Speed Automatic,AWD,96.5 in,2015
306908,--,SUV / Crossover,10314,V6,Rhodium Silver Metallic,--,19.8 gal,Gasoline,False,340.0,Black,False,Porsche,5 seats,41700.0,False,339 lb-ft @ 1450 RPM,A,Automatic,AWD,110.5 in,2017
307042,--,SUV / Crossover,07065,V6 Diesel,Black,67 in,26.4 gal,Diesel,False,240.0,None,False,Porsche,5 seats,21700.0,False,406 lb-ft @ 1750 RPM,A,8-Speed Automatic,AWD,114 in,2013
307293,--,Convertible,11803,H6,Carmine Red,41.6 in,16.9 gal,Gasoline,False,420.0,Black,False,Porsche,4 seats,132000.0,False,368 lb-ft @ 1700 RPM,M,Manual,AWD,96.5 in,2018
307384,--,Coupe,11803,H6,Black,41.6 in,18 gal,Gasoline,False,400.0,Brown (Beige),False,Porsche,4 seats,78000.0,False,325 lb-ft @ 5600 RPM,A,7-Speed Automatic,AWD,96.5 in,2014
307670,--,Coupe,11803,H6,Silver,43 in,19 gal,Gasoline,False,424.0,Red,False,Porsche,4 seats,599000.0,False,400 lb-ft @ 4500 RPM,M,Manual,AWD,89.4 in,1997
307809,,SUV / Crossover,11421,V6,black,,,Gasoline,True,,Red,False,Porsche,,40995.0,False,,A,8-Speed Automatic,,,2017
307831,--,Convertible,11803,H6,Blue,41.6 in,16.9 gal,Gasoline,False,500.0,Red,False,Porsche,4 seats,134000.0,False,480 lb-ft @ 1950 RPM,M,Manual,AWD,92.5 in,2013
313116,--,SUV / Crossover,19053,V6,BLACK,--,19.8 gal,Gasoline,True,360.0,Red,False,Porsche,5 seats,46407.0,False,369 lb-ft @ 1650 RPM,A,Automatic,AWD,110.5 in,2017
313826,,Convertible,18976,H4,Silver Metallic,,,Gasoline,,,Black,True,Porsche,,80050.0,,,,,,,2020
313831,--,Convertible,18976,H6,Guards Red,43 in,19 gal,Gasoline,False,282.0,Cashmere,False,Porsche,4 seats,99991.0,False,250 lb-ft @ 5250 RPM,M,6-Speed Manual,RWD,89.4 in,1998
313836,--,Coupe,18976,H6,Arctic Silver Metallic,41.6 in,23 gal,Gasoline,False,380.0,Black,False,Porsche,2 seats,99395.0,False,284 lb-ft @ 5000 RPM,M,6-Speed Manual Overdrive,RWD,92.5 in,2004
313838,--,Convertible,18976,H6,Midnight Blue,41.6 in,16.9 gal,Gasoline,,325.0,Brown (Sand Beige),False,Porsche,4 seats,47591.0,,273 lb-ft @ 4250 RPM,M,6-Speed Manual Overdrive,RWD,93 in,2006
313858,--,SUV / Crossover,18976,V6,Gray,--,23.7 gal,Gasoline,,335.0,Black,True,Porsche,5 seats,80590.0,,332 lb-ft @ 1340 RPM,A,8-Speed Automatic,AWD,114 in,2020
313863,--,SUV / Crossover,18976,V6,Blue,--,23.7 gal,Gasoline,,335.0,Black,True,Porsche,5 seats,79680.0,,332 lb-ft @ 1340 RPM,A,8-Speed Automatic,AWD,114 in,2020
313869,--,SUV / Crossover,18976,V6,Agate Gray Metallic,--,19.8 gal,Gasoline,False,360.0,Black/Garnet Red,False,Porsche,5 seats,65991.0,False,369 lb-ft @ 1650 RPM,A,7-Speed Automatic,AWD,110.5 in,2018
313885,,Sedan,18976,,Volcano Gray Metallic,,,Electric,False,,Black,False,Porsche,,199991.0,False,,A,2-Speed Automatic,AWD,,2020
313893,--,SUV / Crossover,18976,V6,Black,--,23.7 gal,Gasoline,,335.0,Black,True,Porsche,5 seats,80680.0,,332 lb-ft @ 1340 RPM,A,8-Speed Automatic,AWD,114 in,2020
313900,--,SUV / Crossover,18976,V6,Gray,--,23.7 gal,Gasoline,,335.0,Black,True,Porsche,5 seats,81090.0,,332 lb-ft @ 1340 RPM,A,8-Speed Automatic,AWD,114 in,2020
313904,--,Convertible,18976,H6,Carrara White,41.6 in,17.9 gal,Gasoline,False,580.0,Black/Bordeaux Red,False,Porsche,4 seats,179991.0,False,,A,7-Speed Automatic,AWD,96.5 in,2018
313909,--,Convertible,18976,H6,Arena Red Metallic,43 in,19 gal,Gasoline,False,282.0,Black,False,Porsche,4 seats,53795.0,False,250 lb-ft @ 5250 RPM,A,Automatic,RWD,89.5 in,1996
313922,--,SUV / Crossover,18976,V6,Blue,--,23.7 gal,Gasoline,,335.0,Black,True,Porsche,5 seats,81450.0,,332 lb-ft @ 1340 RPM,A,8-Speed Automatic,AWD,114 in,2020
313935,--,SUV / Crossover,18976,V6,Gray,--,23.7 gal,Gasoline,,335.0,Black,True,Porsche,5 seats,82660.0,,332 lb-ft @ 1340 RPM,A,8-Speed Automatic,AWD,114 in,2020
313969,--,SUV / Crossover,18976,V6,Dolomite,--,23.7 gal,Gasoline,,335.0,Black,True,Porsche,5 seats,83020.0,,332 lb-ft @ 1340 RPM,A,8-Speed Automatic,AWD,114 in,2020
313971,--,SUV / Crossover,18976,V6,Gray,--,23.7 gal,Gasoline,,335.0,Black,True,Porsche,5 seats,83070.0,,332 lb-ft @ 1340 RPM,A,8-Speed Automatic,AWD,114 in,2020
313976,--,Coupe,18976,H6,Gentian Blue Metallic,--,16.9 gal,Gasoline,False,443.0,Truffle Brown,False,Porsche,4 seats,132991.0,False,390 lb-ft @ 2300 RPM,A,8-Speed Automatic,RWD,96.5 in,2020
313994,--,Coupe,18976,H6,Black,41.6 in,17.9 gal,Gasoline,False,540.0,Black/Bordeaux Red,False,Porsche,4 seats,159991.0,False,,A,7-Speed Automatic,AWD,96.5 in,2018
314001,--,Coupe,18976,H4,Carrara White Metallic,41.6 in,14.3 gal,Gasoline,,300.0,Black,False,Porsche,2 seats,52991.0,,280 lb-ft @ 1950 RPM,A,7-Speed Automatic,RWD,97.4 in,2017
314022,--,Convertible,18976,H6,Black,41.6 in,17 gal,Gasoline,False,201.0,Black,False,Porsche,2 seats,14991.0,False,181 lb-ft @ 4500 RPM,M,5-Speed Manual,RWD,95.2 in,1999
314023,--,SUV / Crossover,18976,V6,Black,--,23.7 gal,Gasoline,,335.0,Black,True,Porsche,5 seats,83530.0,,332 lb-ft @ 1340 RPM,A,8-Speed Automatic,AWD,114 in,2020
